Name,Age,Push-Ups,Sit-Ups,2.4-Km-Run
Darlene Vincent,27,62,34,1179
Shane Gray,24,48,75,1206
Jackie Daniels,51,35,24,1137
Lisa Jenkins,47,24,70,709
Ernest Shelton,19,2,35,794
Nancy Smith,23,53,1,1089
Alfred Lawrence,43,40,49,915
Casey Carroll,30,52,44,453
Lauren Stein,43,5,3,713
Adam Jordan,58,0,75,1173
Nancy Carlson,44,64,29,710
April Peterson,56,7,54,819
Barry Wells,51,36,80,487
Robert Mccann,20,2,74,828
Steven Olsen,27,47,47,614
Dr. Marcus Ford,26,58,13,1094
Kayla Taylor,21,50,67,657
Patricia Mclean DDS,60,6,24,1277
Sherry Freeman,28,62,29,1120
Ms. Nancy Callahan PhD,50,74,79,690
Michael Obrien,49,30,31,816
Amanda Coleman,37,69,75,811
Joseph Wilson,53,59,69,1122
Zoe Long,33,21,52,725
Todd Johnson,23,66,33,1241
David Watson,20,66,59,1063
Allison Clements,45,60,80,656
Melanie Hernandez,29,3,67,1155
Jesse Aguilar,29,67,27,943
Katrina James,48,3,35,1111
Harold Jackson,39,23,48,1135
Eric Peterson DVM,29,51,74,613
Andrew Smith,52,5,49,512
John Anderson,27,8,62,1132
Willie Martin,20,40,53,1245
Amber Rodriguez,60,12,46,1079
Christopher White,57,23,29,1010
John Jackson,48,47,23,1057
Jason Anderson,21,79,75,572
Colleen White,26,23,42,815
Mrs. Amy Lowery,51,32,76,722
Tammy Hayes,21,26,39,1159
Matthew Hardin,54,19,6,699
Jessica Williams,56,24,58,550
Bryan Irwin,57,68,35,631
Mathew Mitchell,31,17,48,1212
Rebecca Robinson,36,55,22,728
Gina Bates,28,19,50,988
Michael Miller,60,15,58,1054
Christopher Woods,52,3,78,782
Natalie Reyes,27,15,58,666
Joseph Duncan,46,34,64,1144
Cody Sanders,23,63,46,846
Willie Davis,32,76,61,621
Brooke Oneill,58,79,21,1283
Mary Arnold,20,26,5,1094
Amber Garcia,23,24,28,730
Samantha Leach,51,19,54,1135
Kim Patel,50,43,37,739
Catherine Boyd,45,31,38,567
Douglas Yu,54,65,14,851
Joshua Morales,18,49,43,1245
Adam Whitney,39,46,48,839
Kimberly Henderson,37,28,13,864
Anna Perry,24,57,16,1122
Diane Cruz,22,18,13,727
James Clayton,56,51,41,677
Thomas Taylor,22,11,38,901
Annette Wilson,54,55,62,784
John Blackwell,34,79,9,665
Regina Fisher,38,59,1,643
Mike Stewart,59,71,68,830
Craig Paul,26,28,69,1208
Deborah Evans,47,15,7,762
Michael Vargas,18,31,8,578
Jill Patrick,20,26,37,923
Diane Barker,55,16,44,1125
Mrs. Alicia Lozano DDS,47,62,31,1248
John Johnson,21,67,8,1059
John Cox,41,45,54,928
Caitlin May,47,79,51,1165
Taylor Myers,20,31,42,1195
Carol Baker,29,78,52,980
Dana Mitchell,30,23,31,723
Mr. Kenneth Cole DVM,36,70,53,481
George Dawson,26,42,52,874
John Rowland,48,55,75,774
Meagan Chaney,27,56,69,893
Austin Jordan,36,26,18,522
Lindsey Black,38,29,75,1095
Marie Thomas,24,51,4,534
Gregory Reeves,31,19,79,676
David Espinoza,44,3,1,995
Caitlin Bass,37,34,35,1277
Christopher Larsen,51,5,21,800
Lisa Johnson,48,1,28,883
Kayla Bradley,42,42,43,721
Tonya Holmes,55,55,46,1227
Timothy Fernandez Jr.,49,66,42,1296
Amy Fernandez,40,76,27,870
Edwin Howell,26,12,30,1199
Michelle Leon,43,61,42,690
Terry Turner,44,39,49,464
Jake Cole III,53,4,21,949
Joseph King,24,44,70,1089
Olivia Brady,35,58,5,1271
Erika Salinas,29,74,9,1252
Mary Smith,49,3,69,968
Erin Smith,35,8,17,1271
Laura Miller,35,57,55,918
Matthew Benson,36,46,49,1059
Nicholas Gardner,27,7,61,1081
Ryan Gaines,42,9,30,491
Laurie Hernandez,57,50,66,961
Paul Jensen,26,36,26,912
Levi Patterson,45,45,3,1084
Jody Acevedo,33,68,30,494
Lori Greene,21,38,25,1158
Heather Dean,23,12,59,511
Sue Burke,21,29,23,612
Kenneth Lewis,18,21,57,1006
Susan Reid,31,16,79,957
Heather Payne,56,78,14,559
Bryce Parks,58,27,12,1055
Mark West,38,46,8,1138
Kim Baird,49,22,28,604
Kevin Peters,59,66,64,1290
Nathan Ruiz,47,4,74,1231
Theresa Boone,42,0,67,728
Kimberly Gutierrez,40,50,23,541
Kelsey Johnson,29,34,7,868
Katelyn Miller,47,56,54,1148
Nicole Lopez,40,63,28,515
Jordan Jimenez,21,70,26,1262
Leslie Lyons,32,41,30,620
Jonathan Jones,53,35,70,1129
Kimberly Kelley,54,35,4,543
Jillian Best,48,4,51,778
Emily Parker,33,53,24,957
Brian Simpson,47,80,65,1255
Darrell Morris,35,63,66,823
Stephanie Williams,59,77,30,961
Jacob Morgan,28,14,55,873
Zachary Bennett,20,36,55,722
Johnathan Castro,26,55,18,627
Zachary Lowery,54,10,56,867
Joshua Fisher,49,49,36,1098
Jeanette Simpson,39,30,62,989
Kim Watts,37,9,37,1036
Angela Nelson,37,7,69,911
Andrea Compton,54,11,27,847
Jennifer George,55,11,14,658
Ruben Reyes,41,31,26,783
Ronald Jones,59,66,29,1030
Paul Howell,21,71,1,865
James Mack,37,37,25,1189
Diane Travis,49,39,77,913
Sandra Campbell,45,26,15,1091
David Peterson,58,70,21,596
James Beltran,59,41,49,801
Julie Herrera,57,47,15,781
Donna Martinez,53,73,13,580
Amy Smith,32,34,56,705
Michelle Zimmerman,26,12,37,1154
Michaela Bennett,36,22,0,579
Elizabeth Bowen,35,2,66,1280
Christina Rivera,44,62,22,999
April Sanchez,40,26,19,517
Barbara Mcmillan,38,13,21,848
Paula Goodman,57,0,28,1168
Mark Johnson,55,60,79,612
Angela Mckee,34,32,28,1015
Krystal Serrano,32,25,59,595
Lacey Johnson,58,28,50,885
Richard Mckay,53,47,57,1252
Anita Walton,29,58,13,1060
Stephen Thompson,52,16,2,1246
Dominique Diaz,48,31,35,850
Peter Harris,58,63,32,1195
Angelica Wilson,31,37,50,1082
Cynthia White,50,32,25,920
Alejandro Davis,49,16,74,581
Elizabeth Anderson,31,43,9,1184
Kristen Gonzalez,27,78,2,957
Kristy Jones,30,58,76,486
Donald Boyd,45,73,74,1099
Alejandro Perez,57,43,50,1125
Ryan Rodriguez,38,6,6,1219
Darren Hodges,50,54,31,923
Casey Clark,21,38,79,998
Christine Moore,60,54,8,594
Melanie Bell,23,20,18,1203
Chris Williams,20,1,42,700
Melissa Lopez,21,77,5,846
Tracy Peterson,35,56,19,829
Christopher Frey,31,17,39,893
David Tran,55,43,72,801
Dawn Trujillo,41,66,72,591
Gary Hudson,58,9,2,1277
Rhonda Thompson,22,55,61,800
Annette Webster,30,22,69,1058
Jeffrey Jones,38,11,24,558
Sandra Weaver,43,52,6,1079
Jared Shaw,43,61,51,722
Derek Alvarez,29,70,31,632
Gregory Atkinson,19,53,47,1139
Andrea Jackson,40,43,23,1027
Bradley Garcia,37,22,1,553
Kelly Neal,31,13,50,504
Brent Caldwell,33,34,71,757
Drew Martinez,39,31,72,1061
Grace Smith,57,44,28,524
Amy Terrell,38,28,2,1233
Samuel Mann,44,3,39,638
Michael Moran Jr.,60,27,35,597
Jared Williams,36,37,34,1104
Kyle Sanchez,31,77,56,826
Jared Wood,42,63,14,506
James Roberts,28,69,80,1211
Sydney Jackson,30,80,27,859
Jessica Phillips,52,22,32,843
David Solomon,20,38,9,1092
Laura Davis,23,28,11,1046
Alicia Jones,56,72,4,849
Christopher Stanton,54,35,55,1009
Thomas Decker,25,14,71,683
Lori Schultz,59,41,40,1264
Cassandra Edwards,43,16,21,1120
Joseph Hernandez,47,78,69,1177
Monica Rowe,38,22,47,1079
Jonathan Smith,51,21,48,505
Eric Ramos,32,6,8,1208
Angelica Bell,27,41,30,1039
Michelle Daniels,21,29,61,920
Amanda Weber,37,50,54,744
Gavin Miller,60,30,46,1146
William Perez,42,6,73,583
Kimberly Green,57,4,69,928
Todd Weber,32,19,11,568
Matthew Tyler,45,77,25,1271
Donna Taylor,22,53,16,1082
Stacey Roy,38,52,71,560
Ms. Amy Barron,46,37,48,1211
Daniel Barnett,24,9,23,1178
Martin Davis,31,5,46,1110
David Vargas,50,36,27,701
Nicholas Howard,47,78,37,507
Sean Johns,58,52,23,758
Christine Jones,36,80,47,1248
Donna Price,47,67,59,537
Julia Ford,54,37,26,924
Sandra Jones,34,42,5,785
Chris Sullivan,48,29,9,1223
Michael Young,36,12,41,721
Richard Hall,47,56,21,879
Nancy Walters,27,14,7,649
Connor Moore,18,73,50,623
Hunter Taylor,41,9,55,797
Ian Sanchez,53,17,26,638
Gregory White,49,44,54,1149
Brian Flynn,45,64,49,838
Heather Morrison,42,80,5,606
Kenneth Anderson,41,55,60,1117
Mark Phillips,31,64,31,622
Elizabeth Trevino,25,43,0,1029
Collin Rivera,47,39,79,1207
Thomas Taylor,49,33,58,1109
Christopher Donaldson,33,10,57,662
Michael Martinez,46,42,8,690
Justin Miranda,56,3,24,864
Mark Davies,54,15,3,1244
Thomas Bell,36,49,66,505
Kelly Fisher,57,5,12,581
Ashley Jones,45,71,38,1244
Amy Clark,33,69,24,957
Calvin Maxwell,52,35,76,532
Andrea Pearson,28,59,24,892
Stephen Perez,32,19,22,772
Melissa Brady,29,25,8,1268
Mr. Ronald Jones,44,41,65,1120
Brandon Fitzgerald,56,10,11,850
Jennifer Jordan,54,14,20,1224
Shirley Roberts,47,13,43,1006
Robert Cameron,60,33,13,1008
Zachary Mills,40,47,44,522
Thomas Pacheco,22,80,79,1264
Zachary Rodriguez,24,69,16,1156
Michael Schmidt,52,6,46,1042
Barbara Medina,41,4,78,662
Jonathan Poole,34,66,18,1215
April Russell,31,6,56,489
Marie Shepard,34,5,35,525
William Mitchell,59,22,45,592
Nicholas Christian,48,22,80,1049
Samantha Johnson,46,0,44,921
Richard Guerrero,58,40,64,562
Linda Harmon,19,57,19,607
Philip Black,52,19,0,821
Richard Joseph,56,79,12,593
Bradley Warren,48,23,59,537
Martin Burton,31,71,23,514
Mario Ho,21,72,64,585
Grace Taylor,49,49,58,584
Amy Campbell,38,52,31,1000
Tracey Rowe,24,2,24,661
Natalie Rubio,27,70,71,581
Carmen Ruiz,31,23,67,929
Ray Horne,44,24,55,965
Elizabeth Palmer,22,43,73,613
Michelle Thompson,47,41,3,848
Brent Roberts,30,67,39,621
George Guerrero,19,27,8,911
Chad Carter,40,39,9,538
Lisa Schultz,18,49,9,511
Angela Potts,45,38,79,509
Edward Carey,43,21,74,508
Eric Davis,49,80,77,943
Barbara Conley,36,45,62,526
Melissa Bailey,24,25,79,1018
Mary White,56,31,64,733
Zachary Gay,36,71,57,568
Alan Davis,35,3,38,934
Victor Galloway,41,19,23,510
Rachel Mcneil,44,5,37,480
Sarah Brown,29,18,33,653
Kenneth Garcia,41,79,55,774
Lisa Mccall,59,26,51,1252
Dr. Brandi Buck DDS,56,73,43,671
Rhonda Nelson,60,69,12,711
Cheryl Turner,45,63,75,1085
Melissa Barnes,38,60,53,829
Peter Molina,39,9,40,1178
Erica Brooks,37,26,80,1209
Mr. David Taylor Jr.,51,79,50,878
John Cherry,31,12,57,779
Ricky May,58,77,9,988
Julie Leach,41,20,63,736
Ryan Barber,52,61,7,462
Tracey Clements,19,3,28,612
Tony Brown,44,47,10,1158
James Williams,37,58,5,490
Shannon Berger,28,64,12,1286
Dr. Catherine Acosta,27,68,66,984
Dr. Christopher Dunn,52,10,11,850
James Diaz,54,48,66,880
Cameron Greene,43,70,3,482
Amber Clayton,59,8,77,704
James Woods,45,59,28,1017
Michael Martinez,45,46,53,740
Laurie Brown,26,38,18,1010
Leslie Ross,31,60,0,638
Mary Carrillo,59,46,27,1289
William Stephens,47,76,8,1064
April Cervantes,53,50,0,511
Travis Bowman,47,4,47,904
Jennifer Byrd,54,1,60,829
Bradley Fisher,48,7,28,534
Michelle Fisher,29,29,5,1267
Annette Ortiz,34,42,0,903
Danielle Gonzalez,40,20,71,714
Jennifer Fletcher,28,38,28,634
Donald Orr,18,17,37,1184
Kelly Ortiz,21,32,69,787
Maxwell Mann,27,34,77,571
Ricardo Harris,43,36,51,468
Samantha Owens,24,65,9,1243
John Giles,48,12,58,655
Jose Dennis,31,59,23,1169
Robert Fox,27,58,69,810
Crystal Rogers,21,27,62,795
Andrea Martin,30,64,22,1274
Robin Hernandez,56,15,43,565
Stacey Thompson,59,2,41,682
Kendra Cox,44,68,42,909
Michael Clay,41,36,68,616
Daniel Fisher,38,61,39,835
Michael James,38,57,1,1219
Kayla Hoffman,53,75,7,1052
Sarah Harris,32,21,40,1288
Thomas Hurst,43,74,59,1075
Brianna Garcia,59,7,44,648
Nancy Perkins,46,52,48,653
Brittany Rose,21,3,80,1128
Matthew Macdonald,57,37,17,874
Bruce Morrison,42,72,69,622
Joshua Montgomery,26,25,57,1285
Kimberly Bell,57,15,5,835
Melissa Barr,54,62,38,925
Kristina Carroll,56,7,58,682
Denise Boone,55,32,69,1071
Sharon Jones,51,74,46,730
Gabriela Garcia,49,3,41,995
Charles Trevino,41,80,37,1288
Ryan Robinson,35,4,54,727
Crystal Bender,56,41,20,867
Maria Bailey,30,54,63,987
Dr. Ryan Medina,48,44,70,1125
Sara Richards,18,35,32,520
Heather Brown,54,23,26,976
Jamie Oliver,32,63,64,1118
Emily Ross,20,28,72,936
Daniel Gay,52,19,40,567
Stephen Lawson,18,16,0,876
Debbie Scott,21,19,68,484
Brendan Shepherd,35,38,3,937
Lee Mitchell,39,39,66,1231
Amy Smith,46,9,24,1244
Victor Hurley,19,36,8,879
Jamie Walton,36,1,80,1031
Vanessa Cook,43,32,2,898
Cameron Young,26,36,15,1280
Dale Schultz,24,61,53,701
James Sanchez,34,49,10,566
Stephanie Sweeney,45,61,28,1260
Christine Fisher,28,32,62,954
Nichole Wells,25,19,57,780
Matthew Williams,46,77,5,479
Brandon Kelley,52,22,64,588
Marc Barber,52,60,26,1299
Rebecca Romero,59,28,63,505
Zachary Copeland,34,79,27,627
Julie Garcia,40,37,69,1162
Carla Thompson,27,26,44,489
Nicole Benson,50,41,56,1096
Philip Rose,20,45,76,846
Marie Owens,34,4,25,651
Ruben Good,58,69,1,622
Molly Thomas,38,19,29,1268
Antonio Mcdonald,32,60,52,619
Lance Morrison,40,70,79,1247
Karen Hernandez,34,14,72,940
Aimee Calhoun,36,23,21,906
Michael Miller,44,11,52,593
Kimberly Hodge,19,54,57,596
Victoria Shepard,35,75,76,922
Robyn Robertson,34,30,56,960
William Walls,43,43,37,577
Nicholas Williams,43,50,78,590
Elizabeth Anderson,33,17,58,639
Jeffrey Carson,37,19,50,811
Kiara Watts,25,43,56,1280
Michelle Williams,38,61,45,485
Timothy Johnson,22,33,19,708
Christine Robinson,20,43,45,749
Shelby Combs,22,37,57,514
Jorge Ramirez,44,5,51,899
Brenda Hunt,20,79,11,880
Randall Rhodes,31,2,6,1088
Jason Davis,36,19,47,1027
Kurt Sanders,23,16,0,1271
Mark Houston,21,53,27,556
Steven Ayers,26,59,55,578
Jessica Anderson,36,18,29,526
Jonathan Burch,56,74,61,810
Dr. Linda Lynch,59,18,14,508
Seth Graham,57,0,61,946
David Rodriguez,21,28,13,1234
Amber Hill,54,66,17,1067
Ryan Herrera,25,14,2,1206
Daniel Young DDS,21,22,6,849
Robert Coleman,23,32,9,566
Jeremy Olson,31,62,53,650
Stephen Tucker,36,25,1,576
Kelly Reed,54,65,20,932
Trevor Rubio,56,13,54,797
Brian Faulkner,21,76,58,815
Dawn Franklin,34,2,37,669
Elizabeth Pena,22,30,29,1288
Toni Moreno,30,52,19,1221
Garrett Strickland,21,15,65,791
Justin Armstrong,35,9,26,518
David Carson,34,49,20,1040
Jenna Sanchez,26,18,11,717
Molly Patterson,24,39,37,1033
Christopher Butler,42,12,61,780
James Bean,36,15,67,760
Christian Palmer,43,22,46,563
John Hampton,40,28,74,804
Natalie Larson,34,63,5,552
Diane Rodriguez,48,14,12,518
Maria Smith,51,17,67,1211
Bryan Norman,21,49,9,486
Stephen Marshall,57,53,5,965
Nicole Walker,46,63,26,636
Nathan Nelson,34,47,4,1265
Richard Smith,20,23,69,620
William Snyder,44,55,61,1021
Sue Torres,19,28,58,1105
Steven Edwards,60,34,13,612
Victoria Banks,57,0,28,989
Mr. Timothy Ferguson,47,79,41,665
Bobby York,59,66,18,864
Tom Miller,58,1,53,932
Angela Green,45,19,13,903
James Brewer,57,21,52,751
Diane Thompson,47,6,17,769
Martin Day,56,30,21,1082
Breanna York,55,79,62,1069
Sara Frederick,24,72,41,969
Kevin Davis,48,9,11,920
Michael Butler,46,78,65,833
Samantha Osborne,59,52,53,578
Jeffrey Walker,59,51,48,828
Samuel Casey,44,21,35,1061
Brandon Fuller,32,71,78,564
Robert Guerra,51,50,74,692
Lindsey Harding,33,68,38,585
Tammy Avery,42,45,26,712
Eric Stevens,22,4,3,985
Brian Mitchell,29,12,70,781
Cheyenne Lam,18,78,57,514
Courtney Burgess,41,41,55,1271
Brandy Sanchez DVM,58,12,52,847
Daniel Davis,45,42,56,1065
Deanna Bell,49,32,19,924
Patricia Tanner,35,38,33,1044
Warren Arnold,41,67,4,737
Brian Schwartz,42,46,58,611
Jeffrey Harris,30,41,7,980
James Harris,55,51,47,733
Daniel Nolan,32,37,29,1186
Katrina Welch,35,78,36,1106
Eric Jones,23,78,40,1093
Cathy Cherry,59,10,24,594
Jay Bishop,28,29,7,996
David Marquez,59,66,37,788
Melissa Torres,26,8,38,644
Denise Ewing,48,36,51,872
Paula Walters,52,31,66,813
Mrs. Crystal Cox,40,72,49,1009
Cody Smith,44,54,53,1015
Claire Jefferson,39,17,79,790
Kathleen Tate,30,33,71,1166
Colleen Edwards,55,14,60,1105
Jacqueline Barber,27,13,56,604
Terry Brown,30,53,73,622
Nicole Johnson,36,34,4,862
Emma Hicks,20,32,72,936
Stephen Miller,44,13,62,1168
Annette Mitchell,59,7,38,1207
Linda Smith,45,39,70,881
Kathleen Mccormick,54,18,23,977
Gina Larsen,48,80,18,533
Jill Foster,23,33,54,803
Brian Morris,26,74,29,581
Sean Morgan,54,68,78,1135
Travis Harris,23,64,6,1028
Laurie Brown,46,20,53,880
Jennifer Hanson,58,73,71,460
Cody Cole,38,25,58,1164
Jodi Chandler,49,38,47,1287
Jeanette Gregory,23,43,9,1089
Jose Wright,56,59,66,1245
Stephanie Perry,47,5,25,1132
Jamie Gill,55,77,29,1106
Richard Ramirez,38,61,3,1281
Steven Lynn,60,14,5,481
Russell White,38,41,42,1154
Daniel Cox,23,53,19,902
Gregory Cross,35,44,58,1082
Elizabeth Powers,39,28,80,923
Gina Gregory,44,33,65,1078
Benjamin Stanley,49,61,37,1054
Lauren Martinez,60,24,55,1012
Ryan Kelly,43,68,78,1272
Abigail Davis,35,4,40,673
Mr. Christopher Gay,58,20,37,1217
Brian Walsh,47,48,14,1296
Scott Jackson,22,53,74,1210
Benjamin Strong,52,36,67,961
Fernando Johnson,51,66,7,483
Linda Flynn,49,65,22,708
Megan Phillips,25,12,12,974
Kelly Wiley,48,34,46,1264
Gina Wagner,52,15,16,1300
Ronald Clark,49,74,10,801
Terry Lawson,29,75,17,717
Ms. Rachel Morrow,33,42,53,1109
Victoria Stokes,21,79,41,579
Kevin Alvarez,44,23,51,651
Madeline Reyes,21,67,29,814
Elizabeth Valentine,20,31,44,855
Mark Morton,40,5,40,989
Kevin Winters,58,62,27,1015
Robin Obrien,48,52,60,945
John Valencia,53,39,31,939
Barbara West,22,47,46,1128
Lisa Ryan,26,60,72,894
Gary Martin,53,12,69,538
Christian Hansen,41,39,78,813
Michele Parks,49,49,22,821
Diana Turner,24,69,16,514
Mason Ortiz,58,72,61,705
Douglas Thomas,18,38,39,1268
Aaron Moreno,57,48,79,1252
Jamie Garrett,50,35,69,1054
Jeffrey Watson,37,66,11,1081
Jonathan Ray,31,31,5,1012
Jacob Myers,58,72,80,1299
David Powell,56,33,65,699
Tiffany Arnold,53,45,31,550
Colleen Solomon DDS,23,29,41,1168
Michael Jefferson,43,9,27,519
Melissa Lowe,29,30,19,1180
Dr. Henry Lam,45,59,33,1110
Jade Lane,31,74,18,1149
Roy Garcia,22,56,15,673
George Woods,60,65,74,961
Eric Dudley,53,46,64,629
James Harvey,23,37,49,1148
Taylor Dougherty,38,79,73,986
Susan Smith,26,28,0,698
Douglas Gutierrez,27,45,55,529
Shannon Wilkerson,38,35,20,1270
Brian Schmidt,31,42,50,856
William Nguyen,46,10,24,1048
Caleb Lopez,58,2,63,480
Denise Johnson,50,4,32,990
Nathan Martinez III,23,2,26,531
Robin Allen,42,16,26,581
John Gross,18,14,54,1106
John King,36,11,56,1165
Anna Summers,26,12,21,1015
Anne Clark,34,70,27,655
Matthew Johnson,60,30,35,655
Paula Jackson,48,28,12,719
Thomas Mcdaniel,19,39,30,1066
Lisa Hunter,22,38,12,1229
Thomas Hughes,41,7,33,668
Christina Middleton,48,51,47,470
Mike Williams,25,76,58,549
Darryl Johnson,20,1,52,1258
Michelle Strong,40,56,19,672
John Jones,45,47,44,805
Edward Gonzales,57,69,21,759
Caleb Kerr,50,30,20,738
Robert Allen,43,44,22,610
Michele Hill,44,10,26,478
Kristen Fritz,57,30,0,639
Jill Anderson,19,55,77,1203
Morgan Bailey,21,4,17,709
Gabriel Gonzalez,25,3,77,744
Maria Rodriguez,53,22,56,1042
Louis Pratt,60,48,34,893
Amber Barker,37,47,11,926
James Brooks,44,59,2,579
Thomas Martinez,19,22,28,658
George Scott,33,68,64,973
Martin Barnes,20,72,52,554
Kyle Johnson,36,66,76,672
Lisa Holt,38,56,39,1181
Thomas Hernandez,42,73,10,1154
Mary Rodriguez,46,62,21,603
Cassandra Greer,20,25,5,897
Sean Miller,48,37,78,1050
Brandon Martinez,21,78,54,810
Jermaine Gibson,21,30,41,1050
Lori Gibson,55,23,58,579
Stephen Anderson,58,53,27,703
Laura Harris,33,16,62,1084
Lisa Jones,28,1,13,472
Judy Bailey,40,66,46,712
Sean Phillips,44,73,60,922
Kellie Gray,22,80,46,899
Janet Hughes,41,63,7,627
Tamara Baldwin,18,57,36,597
Andrew Johnson,50,65,14,1279
Daryl Miller,41,10,72,789
John Brown,54,3,51,886
Dorothy Harris,18,68,20,1055
Jared Lopez,47,63,59,1262
Tina Stewart,52,38,29,1111
Helen Roth,34,68,52,944
Heather Holloway,47,26,55,611
Michael Foster,60,52,42,658
Dana Haynes,59,19,41,1017
Jessica Jackson,26,73,54,542
Rebecca Vega,53,10,17,817
Mary Jensen,56,28,54,625
John Klein,42,5,7,747
Andrew Brennan,52,39,33,969
Michael Ray,59,32,21,466
Sandra Boyd,45,80,79,1237
Lisa Young,57,65,37,925
Stacey Perez,19,15,63,517
Martin Jackson,30,30,9,797
Terri Garza,38,55,70,924
Sarah Bell,48,43,52,1004
Kimberly Owens,47,1,34,756
Elizabeth Morales,52,80,17,711
Phyllis Silva,54,11,17,478
Joshua Walker,37,23,67,1214
Michael Cox,33,3,5,820
Robert Hansen,50,8,52,1077
Lisa Walton,38,69,62,519
Wayne Lewis,21,71,0,1293
Jenny Ponce,32,6,40,471
Tina Miller,26,69,65,575
Susan Hubbard,35,76,80,468
Ashley Nelson,21,37,77,933
Sara Gonzales,31,45,16,583
Sean Daniel,53,5,49,550
Robert Clark,52,45,46,1068
Joseph Harrison,56,72,78,1054
Steven Lewis,21,37,17,1156
Jeffrey Bartlett,18,50,13,606
Danielle Johnson,59,52,26,1084
Michael Wyatt,39,32,26,761
Rebecca Dunn DDS,45,0,10,785
Debbie Fleming,28,25,9,502
Mr. Dillon Rollins,21,76,0,610
Melissa Adams,27,2,52,817
Shannon Hernandez,55,1,51,646
Cindy Meyer,40,32,35,949
Debra Johnson,20,49,26,698
Jesse Roberts,24,41,57,682
Jack Nelson,47,25,59,831
Teresa Yates,24,28,9,1248
Robert Mahoney,55,70,24,1151
Lauren Casey,25,5,37,875
Tina Lucas,57,67,10,563
Dana Patel,45,41,78,1029
Catherine Cooper,21,6,59,1098
Matthew Riggs,19,58,60,929
Kristen Compton,54,59,3,549
Deanna Williams,46,50,18,617
Alex Williams,23,61,1,1170
Susan Gilbert,55,8,24,749
Ryan Ross,28,70,27,1051
Sonya Edwards,39,53,12,1206
Jeremiah Hayden,56,55,67,850
Darryl Fitzpatrick,37,80,21,804
Jennifer Sharp,50,53,60,730
Joan Smith,44,53,38,606
Jessica Bennett,40,4,45,1270
Thomas Gentry,42,26,7,1113
Wendy Chavez,34,58,39,1182
Nicole Lee,37,47,16,1213
David Dougherty,35,49,7,962
Helen Richardson,36,31,5,1211
Monica Cohen,42,19,76,1285
Melanie Shaw,44,35,54,941
Elizabeth Henderson,57,64,71,807
Tracy Robbins,44,51,40,563
Scott Young,21,73,31,1010
Tammy Stephenson,39,65,69,985
Kristine Lang,34,7,26,880
Allison Davis,26,54,63,1144
Latoya Duffy,28,34,29,481
Erin Kelley,34,27,69,941
Lauren Valenzuela,43,56,40,498
Oscar Ramirez,20,21,50,668
William Stanton,29,52,67,476
Caroline Phillips DVM,26,65,48,1081
Meagan Guerra,60,61,17,601
Austin Rivera,60,37,36,925
Brittany Elliott,43,13,15,665
Melinda Anderson,24,28,63,697
Christine Gibbs,22,15,63,451
Dr. Justin Palmer,46,76,13,499
Deanna Williams,47,55,31,1013
Mary Baird,56,29,38,613
Michael Kirk,18,65,7,912
Dawn Nelson,20,54,23,526
Anna Wagner MD,47,68,18,691
Laura Morrison,28,71,37,1103
Kaitlin Smith,49,0,74,968
Mary Jackson,22,49,76,990
Elizabeth Matthews,53,24,64,1048
Raymond Douglas,19,3,53,840
Ryan Shaw,44,64,36,1230
Rachel Serrano,25,55,54,472
Andrew Kennedy,56,17,38,657
Daniel Hill MD,54,43,13,1235
Natasha Eaton,56,8,7,1272
Christine May,24,64,77,795
Tonya Washington,58,14,12,769
Tyler Evans,51,41,39,889
Donna Davidson,19,26,37,858
Wayne Nelson,39,41,40,695
Dustin Baldwin,46,74,44,1218
Jason Lopez,33,66,7,1136
Maria Morales,36,27,14,568
Mrs. Laurie Thomas,48,34,64,1244
Jason Ochoa,57,33,71,1011
Christine Edwards,32,3,18,764
Tammie Sawyer,58,2,76,1279
Andrew Jones,35,24,1,927
Justin Jacobs,52,17,33,531
Pamela Lawson,59,30,64,957
Miranda Davis,27,71,44,1287
Stephen Williams,24,7,73,889
Kathryn Green,37,11,72,1134
Steven Curry,47,23,31,882
Sarah Odonnell,44,41,54,829
Daniel Williamson,18,30,52,583
Robert Adams,42,58,4,594
Jessica Krueger,51,44,27,995
Andrew Dickerson,49,57,35,542
Brian Burgess,40,59,59,1296
Kevin Graham,23,45,14,1215
Todd West,22,74,42,1294
Sara Chen,34,63,15,1117
Sharon Villa,48,64,41,921
Seth Powell,31,73,49,956
Kendra Figueroa,51,70,60,1001
Gregory Schneider,53,1,64,1021
Cheryl Wheeler,50,24,53,780
Donald Nguyen,18,53,22,464
Patricia Monroe,24,28,63,1045
Alyssa Stokes,26,0,61,997
Kendra Taylor,60,43,76,767
Brett Jenkins,26,29,14,710
James Rios,40,35,58,580
James Herrera,59,65,77,802
Luke Brooks,18,33,14,480
Nicole Gibson,36,76,63,565
Jennifer Bautista,55,33,52,666
Kirk Lucas,50,47,60,1049
Stephanie Castillo,30,61,48,1192
Joanna Smith,51,71,51,861
Kevin Ferguson,26,43,42,610
Ann Brown,36,72,78,454
Dawn Wright,32,18,25,1013
Cassandra Coleman,44,30,21,1074
Brian Perez,31,54,3,987
Donna Brown,30,10,18,474
Kathleen Scott,46,25,80,1073
Michelle Nixon,47,37,32,1181
Sherri Rodriguez,57,66,18,1066
Angela Nash,41,45,16,572
Tara Lopez MD,43,74,0,925
Jacob Rojas,53,73,56,591
Tina Long,51,57,55,858
